"Title","Access Date","Authors","DOI","Issue","Place Published","Publisher","Secondary Authors","Subsidiary Authors","Tertiary Authors","Type of Publication","Type of Work","Volume","Year of Publication","Pagination","Secondary Title","Nid"
"A re-description of Lithothamnion crispatum and the status of Lithothamnion superpositum (Rhodophyta, Corallinales)","","D. Basso; G. Rodondi; G. Bressan","","","","","D. Basso; G. Rodondi; G. Bressan","D. Basso; G. Rodondi; G. Bressan","D. Basso; G. Rodondi; G. Bressan","Journal Article","","50","2011","144–155","Phycologia","733"
"Studies on the Melobesioideae of Japan","","T. Masaki","","","","","T. Masaki","T. Masaki","T. Masaki","Journal Article","","16","1968","1–80","Memoirs of the Faculty of Fisheries Hokkaido University","730"
"A modern account of the South African non-geniculate Lithophylloideae (Corallinales, Corallinophycidae, Rhodophyta)","","E. Van der Merwe; G.W. Maneveldt","","","","","E. Van der Merwe; G.W. Maneveldt","E. Van der Merwe; G.W. Maneveldt","E. Van der Merwe; G.W. Maneveldt","Journal Article","","","2015","","South African Journal of Botany","727"
"Quelques nouvelles Mélobésiées du Muséum d'Histoire naturelle de Paris","","F. Heydrich","","","","","F. Heydrich","F. Heydrich","F. Heydrich","Book","","","1902","","","726"
"Effects of herbivore grazing on the physiognomy of the coralline alga Spongites yendoi and on associated competitive interactions","","G.W. Maneveldt; D.W. Keats","","","","","G.W. Maneveldt; D.W. Keats","G.W. Maneveldt; D.W. Keats","G.W. Maneveldt; D.W. Keats","Journal Article","","30","2008","581–593","African Journal of Marine Science","725"
"AlgaeBase. World-wide electronic publication, National University of Ireland, Galway.","","M.D. Guiry; G.M. Guiry","","","","","M.D. Guiry; G.M. Guiry","M.D. Guiry; G.M. Guiry","M.D. Guiry; G.M. Guiry","Website","","","2016","","","721"
"Ecological significance of deep-layer sloughing in the eulittoral zone coralline alga, Spongites yendoi (Foslie) Chamberlain (Corallinaceae, Rhodophyta) in South Africa","","D.W. Keats; P. Wilton; G. Maneveldt","","","","","D.W. Keats; P. Wilton; G. Maneveldt","D.W. Keats; P. Wilton; G. Maneveldt","D.W. Keats; P. Wilton; G. Maneveldt","Journal Article","","175","1994","145–154","Journal of Experimental Marine Biology and Ecology","720"
"A taxonomic reassessment of Hydrolithon Foslie, Porolithon Foslie and Pseudolithophyllum Lemoine emend. Adey (Corallinaceae, Rhodophyta) and their relationships to Spongites Kützing","","D. Penrose; W.J. Woelkerling","","","","","D. Penrose; W.J. Woelkerling","D. Penrose; W.J. Woelkerling","D. Penrose; W.J. Woelkerling","Journal Article","","27","1988","159–176","Phycologia","716"
"Understanding the association between the non-geniculate coralline red alga Spongites discoidea and the mollusc Oxystele sinensis","","R. Eager; C. Puckree-Padua; G.W. Maneveldt","","","","","R. Eager; C. Puckree-Padua; G.W. Maneveldt","R. Eager; C. Puckree-Padua; G.W. Maneveldt","R. Eager; C. Puckree-Padua; G.W. Maneveldt","Journal Article","","37","2015","335–344","African Journal of Marine Science","715"
"Clathromorphum tubiforme sp. nov.(Rhodophyta, Corallinaceae) in South Africa with comments on generic characters","","Y.M. Chamberlain; R.E. Norris; D.W. Keats; G. Maneveldt","","","","","Y.M. Chamberlain; R.E. Norris; D.W. Keats; G. Maneveldt","Y.M. Chamberlain; R.E. Norris; D.W. Keats; G. Maneveldt","Y.M. Chamberlain; R.E. Norris; D.W. Keats; G. Maneveldt","Journal Article","","38","1995","443–454","Botanica marina","712"
"DNA sequencing resolves species of Spongites (Corallinales, Rhodophyta) in the Northeast Pacific and South Africa, including S. agulhensis sp. nov.","","E. van der Merwe; K. Miklasz; A. Channing; G.W. Maneveldt; P.W. Gabrielson","","","","","E. van der Merwe; K. Miklasz; A. Channing; G.W. Maneveldt; P.W. Gabrielson","E. van der Merwe; K. Miklasz; A. Channing; G.W. Maneveldt; P.W. Gabrielson","E. van der Merwe; K. Miklasz; A. Channing; G.W. Maneveldt; P.W. Gabrielson","Journal Article","","54","2015","471–490","Phycologia","703"
"Pneophyllum coronatum (Rosanoff) D. Penrose comb. nov., P. keatsii sp. nov., Spongites discoideus (Foslie) D. Penrose et Woelkerling and S. impar (Foslie) Y. Chamberlain comb. nov.(Rhodophyta, Corallinaceae) from South Africa","","Y.M. Chamberlain","","","","","Y.M. Chamberlain","Y.M. Chamberlain","Y.M. Chamberlain","Journal Article","","33","1994","141–157","Phycologia","702"
"Observations on the crustose coralline red alga Spongites yendoi (Foslie) comb. nov. in South Africa and its relationship to S. decipiens (Foslie) comb. nov. and Lithophyllum natalense Foslie","","Y.M. Chamberlain","","","","","Y.M. Chamberlain","Y.M. Chamberlain","Y.M. Chamberlain","Journal Article","","32","1993","100–115","Phycologia","701"
"Leptophytum foveatum Chamberlain and Keats (Rhodophyta, Corallinales) retaliates against competitive overgrowth by other encrusting algae","","D.W. Keats; G. Maneveldt","","","","","D.W. Keats; G. Maneveldt","D.W. Keats; G. Maneveldt","D.W. Keats; G. Maneveldt","Journal Article","","175","1994","243–251","Journal of Experimental Marine Biology and Ecology","696"
"The genus Phymatolithon (Hapalidiaceae, Corallinales, Rhodophyta) in South Africa, including species previously ascribed to Leptophytum","","E. Van der Merwe; G.W. Maneveldt","","","","","E. Van der Merwe; G.W. Maneveldt","E. Van der Merwe; G.W. Maneveldt","E. Van der Merwe; G.W. Maneveldt","Journal Article","","90","2014","170–192","South African Journal of Botany","692"
"Three melobesioid crustose coralline red algae from South Africa: Leptophytum acervatum (Foslie) comb. nov., L. foveatum sp. nov. and L. ferox (Foslie) comb. nov","","Y.M. Chamberlain; D.W. Keats","","","","","Y.M. Chamberlain; D.W. Keats","Y.M. Chamberlain; D.W. Keats","Y.M. Chamberlain; D.W. Keats","Journal Article","","33","1994","111–133","Phycologia","688"
"The melobesioid alga Mesophyllum engelhartii (Rhodophyta, Corallinaceae) in South Africa","","Y.M. Chamberlain; D.W. Keats","","","","","Y.M. Chamberlain; D.W. Keats","Y.M. Chamberlain; D.W. Keats","Y.M. Chamberlain; D.W. Keats","Journal Article","","61","1995","134–146","South African Journal of Botany","687"
"A revision of the Fosile crustose coralline herbarium","","W.H. Adey","","","","Universitetsforlaget","W.H. Adey","W.H. Adey","W.H. Adey","Book","","","1970","","","681"
"Heydrichia woelkerlingii gen. et sp. nov., a newly discovered non-geniculate red alga (Corallinales, Rhodophyta) from Cape Province, South Africa","","R.A. Townsend; Y.M. Chamberlain; D.W. Keats","","","","","R.A. Townsend; Y.M. Chamberlain; D.W. Keats","R.A. Townsend; Y.M. Chamberlain; D.W. Keats","R.A. Townsend; Y.M. Chamberlain; D.W. Keats","Journal Article","","33","1994","177–186","Phycologia","668"
"Heydrichia homalopasta sp. nov.(Sporolithaceae, Rhodophyta) from Australia","","R.A. Townsend; M.A. Borowitzka","","","","","R.A. Townsend; M.A. Borowitzka","R.A. Townsend; M.A. Borowitzka","R.A. Townsend; M.A. Borowitzka","Journal Article","","44","2001","237–244","Botanica Marina","667"
"Heydrichia cerasina sp. nov.(Sporolithales, Corallinophycidae, Rhodophyta) from the southernmost tip of Africa","","G.W. Maneveldt; E. van der Merwe","","","","","G.W. Maneveldt; E. van der Merwe","G.W. Maneveldt; E. van der Merwe","G.W. Maneveldt; E. van der Merwe","Journal Article","","51","2012","11–21","Phycologia","666"
"A catalogue with keys to the non-geniculate coralline algae (Corallinales, Rhodophyta) of South Africa","","G.W. Maneveldt; Y.M. Chamberlain; D.W. Keats","","","","","G.W. Maneveldt; Y.M. Chamberlain; D.W. Keats","G.W. Maneveldt; Y.M. Chamberlain; D.W. Keats","G.W. Maneveldt; Y.M. Chamberlain; D.W. Keats","Journal Article","","74","2008","555–566","South African Journal of Botany","665"
"Heydrichia groeneri sp. nov.: a new species of crustose coralline alga (Rhodophyta, Sporolithaceae) from South Africa and Namibia","","D.W. Keats; Y.M. Chamberlain","","","","","D.W. Keats; Y.M. Chamberlain","D.W. Keats; Y.M. Chamberlain","D.W. Keats; Y.M. Chamberlain","Journal Article","","34","1995","51–57","Phycologia","664"
"Polydora and Dipolydora ( Polychaeta : Spionidae ) Associated with Molluscs on the South Coast of South Africa , with Descriptions of Two New Species Polydora and Dipolydora ( Polychaeta : Spionidae ) associated with two new species","","C.A. Simon","","","","","C.A. Simon","C.A. Simon","C.A. Simon","Journal Article","","52","2011","39–50","African invertebrates","661"
"The effect of temperature on larval development of two non-indigenous poecilogonous polychaetes (Annelida: Spionidae) with implications for life history theory, establishment and range expansion","","A.A. David; C.A. Simon","10.1016/j.jembe.2014.07.012","","","","A.A. David; C.A. Simon","A.A. David; C.A. Simon","A.A. David; C.A. Simon","Journal Article","","461","2014","20–30","Journal of Experimental Marine Biology and Ecology","660"
"Polydorid polychaetes (Spionidae) on farmed and wild abalone (Haliotis midae) in South Africa – an epidemiological survey.","","M.K. Boonzaaier; S. Neethling; A. Mouton; C.A. Simon","","","","","M.K. Boonzaaier; S. Neethling; A. Mouton; C.A. Simon","M.K. Boonzaaier; S. Neethling; A. Mouton; C.A. Simon","M.K. Boonzaaier; S. Neethling; A. Mouton; C.A. Simon","Journal Article","","36","2014","376","African Journal of Marine Science","659"
"Les Annélides Chétopodes du Golfe de Naples. Seconde partie. Annélides sédentaires.","","E. Claparède","","1","","","E. Claparède","E. Claparède","E. Claparède","Journal Article","","20","1870","225","Mémoires de la Société de physique et d'histoire naturelle de Genève, ","658"
"Coastal fishes of Southern Africa","","P. Heemstra; E. Heemstra","","","Grahamstown","NISC","P. Heemstra; E. Heemstra","P. Heemstra; E. Heemstra","P. Heemstra; E. Heemstra","Book","","","2004","488","","653"
"Smith's Sea Fishes","","J.L.B. Smith; P. Heemstra","","","Cape Town","Struik Publishers","J.L.B. Smith; P. Heemstra","J.L.B. Smith; P. Heemstra","J.L.B. Smith; P. Heemstra","Book","","","2003","1047","","651"
"Apolemichthys kingi","","R. Pyle; M.T. Craig; L.A. Rocha","","","","IUCN","R. Pyle; M.T. Craig; L.A. Rocha","R. Pyle; M.T. Craig; L.A. Rocha","R. Pyle; M.T. Craig; L.A. Rocha","Web Article","","2016","2010","","The IUCN Red List of Threatened Species 2010","650"
"Preliminary checklist of reef-associated fishes of Mozambique","","M.A.M. Pereira","","","","Ministry for the Coordination of Environmental Affairs, Maputo","M.A.M. Pereira","M.A.M. Pereira","M.A.M. Pereira","Government Report","","","2000","21","","649"
"The Reef Guide","","D. King; V. Fraser","","","Cape Town","Struik Nature","D. King; V. Fraser","D. King; V. Fraser","D. King; V. Fraser","Book","","","2014","60","","648"
"Apolemichthys kingi","","R. Froese; D. Pauly","","","","World Wide Web electronic publication","R. Froese; D. Pauly","R. Froese; D. Pauly","R. Froese; D. Pauly","Web Article","","","2015","","","647"
"A new species of Ischyrocerus (Crustacea: Amphipoda) from Ireland, with a review of Ischyrocerus anguipes and Ischyrocerus minutus from the North-East Atlantic","","R.A. King; J.M.C. Holmes","10.1080/0022293031000156358","","","","R.A. King; J.M.C. Holmes","R.A. King; J.M.C. Holmes","R.A. King; J.M.C. Holmes","Journal Article","","38","2004","1757–1772","Journal of Natural History","640"
"Colonization of floating seaweed by pelagic and sub tidal benthic","","A. Ingólfsson","","","","","A. Ingólfsson","A. Ingólfsson","A. Ingólfsson","Journal Article","","440","2000","181–189","Hydrobiologia","639"
"Some aspects of the biology of the amphipod Ischyrocerus anguipes associated with the red king crab, Paralithodes camtschaticus, in the Barents Sea","","A.G. Dvoretsky; V.G. Dvoretsky","10.1016/j.ecss.2009.01.025","","","","A.G. Dvoretsky; V.G. Dvoretsky","A.G. Dvoretsky; V.G. Dvoretsky","A.G. Dvoretsky; V.G. Dvoretsky","Journal Article","","82","2009","390–396","Estuarine, Coastal and Shelf Science","638"
"Mini- review: DIstribution of the Mediterranean mussel Mytilus galloprovincialis (Bivalvia: Mytilidae) and hybrids in the North East Pacific","","M.J. Wonham","","","","","M.J. Wonham","M.J. Wonham","M.J. Wonham","Journal Article","","23","2004","535–543","Journal of Shellfish Research","634"
"MINI-REVIEW : DISTRIBUTION OF THE MEDITERRANEAN MUSSEL MYTILUS GALLOPROVINCIALIS ( BIVALVIA : MYTILIDAE ) AND HYBRIDS IN THE NORTHEAST PACIFIC","","M.J. Wonham","","","","","M.J. Wonham","M.J. Wonham","M.J. Wonham","Journal Article","","23","2004","535–543","Journal of Shellfish Research","633"
"Marine alien species of South Africa — status and impacts","","T.B. Robinson; C.L. Griffiths; C.D. McQuaid; M. Rius","","","","","T.B. Robinson; C.L. Griffiths; C.D. McQuaid; M. Rius","T.B. Robinson; C.L. Griffiths; C.D. McQuaid; M. Rius","T.B. Robinson; C.L. Griffiths; C.D. McQuaid; M. Rius","Journal Article","","27","2005","297–306","African Journal of Marine Science","632"
"Human harvesting of Mytilus galloprovincialis Lamarck, 1819, on the central coast of Portugal","","M. Rius; H.N. Cabral","","","","","M. Rius; H.N. Cabral","M. Rius; H.N. Cabral","M. Rius; H.N. Cabral","Journal Article","","68","2004","545–551","Scientia Marina","631"
"Marine invasive aliens on South African shores: implications for community structure and tropillc functioning","","C.L. Griffiths; P.A.R. Hockey; V.Erkom Schurink; P.J. Le Roux","10.2989/02577619209504736","","","","C.L. Griffiths; P.A.R. Hockey; V.Erkom Schurink; P.J. Le Roux","C.L. Griffiths; P.A.R. Hockey; V.Erkom Schurink; P.J. Le Roux","C.L. Griffiths; P.A.R. Hockey; V.Erkom Schurink; P.J. Le Roux","Journal Article","","12","1992","713–722","South African Journal of Marine Science","630"
"Will the invasive mussel Mytilus galloprovincialis Lamarck replace the indigenous Perna perna L. on the south coast of South Africa?","","S.J. Bownes; C.D. McQuaid","","","","","S.J. Bownes; C.D. McQuaid","S.J. Bownes; C.D. McQuaid","S.J. Bownes; C.D. McQuaid","Journal Article","","338","2006","140–151","Journal of Experimental Marine Biology and Ecology","629"
"Invasion of sandflats in Langebaan Lagoon , South Africa , by the alien mussel Mytilus galloprovincialis : size , composition and decline of the populations","","N. Hanekom; P. Nel","","","","","N. Hanekom; P. Nel","N. Hanekom; P. Nel","N. Hanekom; P. Nel","Journal Article","","37","2002","197–208","African Zoology","628"
"Zooplankton of the Atlantic and Gulf Coasts: A Guide to Their Identification and Ecology","","W.S. Johnson; D.M. Allen","","","","JHU Press","W.S. Johnson; D.M. Allen","W.S. Johnson; D.M. Allen","W.S. Johnson; D.M. Allen","Book","","","2012","472","","627"
"On two forms of Cerapus tubularis, a tube dwelling amphipoda, from the shallow waters of Japan","","H. Morino","10.1017/CBO9781107415324.004","","","","H. Morino","H. Morino","H. Morino","Journal Article","","53","1976","179–189","Seto Marine Biological Laboratory","624"
"A redescription of Cerapus tubularis Say, 1817, based on material of the first reviewer, S. I. Smith, 1880, (Crustacea: Amphipoda: Corophioidea)","","J.K. Lowry; P.B. Berents","10.1080/00222938900770711","","","","J.K. Lowry; P.B. Berents","J.K. Lowry; P.B. Berents","J.K. Lowry; P.B. Berents","Journal Article","","23","1989","1341–1352","Journal of Natural History","623"
"Aspects of the Life History strategies of the Teredinidae","","R. Shipway","","","","University of Portsmouth","R. Shipway","R. Shipway","R. Shipway","Thesis","phdPhD","","2013","1–207","","619"
"The role of Crustacea in the destruction of submerged timber","","N.K. Pillai","","","","","N.K. Pillai","N.K. Pillai","N.K. Pillai","Conference Paper","","","1965","","Proceedings of the Symposium on Crustacea, Marine Biological Association of India, Cochin","618"
"The wood boring amphipod Chelura terebrans","","A.Green Etxabe","","","","Univeristy of Portsmouth","A.Green Etxabe","A.Green Etxabe","A.Green Etxabe","Thesis","phdPhD","","2013","1–254","","617"
"Changes in the wood boring community in the Tagus Estuary: a case study","","L.M.S. Borges; A.A. Valente; P. Palma; L. Nunes","10.1017/S1755267210000370","","","","L.M.S. Borges; A.A. Valente; P. Palma; L. Nunes","L.M.S. Borges; A.A. Valente; P. Palma; L. Nunes","L.M.S. Borges; A.A. Valente; P. Palma; L. Nunes","Journal Article","","3","2010","1–7","Marine Biodiversity Records","616"
"A checklist of the barnacles (Crustacea: Cirripedia: Thoracica) of the Persian Gulf and Gulf of Oman with nine new records","","A. Shahdadi; A. Sari; R. Naderloo","","","","","A. Shahdadi; A. Sari; R. Naderloo","A. Shahdadi; A. Sari; R. Naderloo","A. Shahdadi; A. Sari; R. Naderloo","Journal Article","","3784","2014","201–223","Zootaxa","613"
"The barnacle Amphibalanus improvisus ( Darwin , 1854 ), and the mitten crab Eriocheir : one invasive species getting off on another !","","M.D. Naser; P.S. Rainbow; P.F. Clark; A.G.H. Yasser; D.S. Jones","","","","","M.D. Naser; P.S. Rainbow; P.F. Clark; A.G.H. Yasser; D.S. Jones","M.D. Naser; P.S. Rainbow; P.F. Clark; A.G.H. Yasser; D.S. Jones","M.D. Naser; P.S. Rainbow; P.F. Clark; A.G.H. Yasser; D.S. Jones","Journal Article","","4","2015","In Press","BioInvasions Records","612"
"The attachement of the barnacle Balanus amphitrite DARWIN , and other fouling organisms to the rock shrimp, Sicyonia dorsalis Kingsley","","B. Eldred","","","","","B. Eldred","B. Eldred","B. Eldred","Journal Article","","3","1962","203–206","Crustaceana","611"
"Port-by-port accumulations and dispersal of hull fouling invertebrates between the Mediterranean Sea , the Atlantic Ocean and the Pacific Ocean","","J.W. Chapman; R.A. Breitenstein; J.T. Carlton","10.3391/ai.2013.8.3.01","","","","J.W. Chapman; R.A. Breitenstein; J.T. Carlton","J.W. Chapman; R.A. Breitenstein; J.T. Carlton","J.W. Chapman; R.A. Breitenstein; J.T. Carlton","Journal Article","","8","2013","249–260","Biological Invasions","610"
